area_type,location,total_sqft,bath,balcony,price,ready_to_move,bhk
Super built-up  Area,Other,1125.0,2,2,36.0,1,2.0
Plot  Area,Other,1936.0,3,0,110.0,1,3.0
Super built-up  Area,Other,1652.5,3,2,90.0,1,3.0
Super built-up  Area,Other,2159.0,3,2,110.0,1,3.0
Plot  Area,Other,2400.0,2,0,480.0,1,3.0
Plot  Area,Other,1500.0,3,2,138.0,1,3.0
Super built-up  Area,Other,700.0,2,0,43.0,1,2.0
Built-up  Area,Other,1750.0,3,3,170.0,1,3.0
Plot  Area,Other,1365.0,3,0,99.0,1,3.0
Built-up  Area,Other,1800.0,3,0,105.0,1,6.0
Plot  Area,Other,900.0,4,2,180.0,1,3.0
Super built-up  Area,Other,708.0,1,1,55.0,1,2.0
Built-up  Area,Other,1680.0,3,3,135.0,1,3.0
Super built-up  Area,Other,990.0,2,2,58.0,1,2.0
Built-up  Area,Other,1240.0,2,1,100.0,1,2.0
Built-up  Area,Other,1810.0,3,3,118.0,1,3.0
Super built-up  Area,Other,2005.0,3,2,240.0,0,3.0
Super built-up  Area,Other,1265.0,2,1,58.0,1,2.0
Built-up  Area,Other,1035.0,2,2,44.0,1,2.0
Built-up  Area,Other,1000.0,2,1,97.0,1,2.0
Plot  Area,Other,2800.0,4,3,100.0,1,6.0
Plot  Area,Other,3500.0,6,2,120.0,1,8.0
Built-up  Area,Other,1430.0,3,1,78.65,1,3.0
Plot  Area,Other,600.0,2,0,30.0,1,2.0
Built-up  Area,Other,1200.0,2,1,45.0,1,1.0
Built-up  Area,Other,1116.0,2,1,37.6,0,2.0
Built-up  Area,Other,1090.0,2,2,45.0,1,2.0
Plot  Area,Other,1260.0,4,2,65.0,1,4.0
Super built-up  Area,Other,2250.0,4,1,400.0,1,4.0
Plot  Area,Other,4000.0,6,3,850.0,1,6.0
Super built-up  Area,Other,1000.0,2,1,36.0,1,2.0
Super built-up  Area,Other,840.0,1,0,75.0,0,1.0
Super built-up  Area,Other,1760.0,2,1,116.0,1,3.0
Built-up  Area,Other,3900.0,5,1,550.0,1,4.0
Super built-up  Area,Other,3317.5,5,0,268.5,1,4.0
Plot  Area,Other,600.0,1,1,52.0,1,2.0
Super built-up  Area,Other,1670.0,3,2,160.0,1,3.0
Super built-up  Area,Other,1410.0,2,2,75.0,1,2.0
Built-up  Area,Other,2400.0,5,2,93.0,0,5.0
Super built-up  Area,Other,1200.0,2,2,75.6,0,3.0
Plot  Area,Other,1200.0,3,1,210.0,1,4.0
Plot  Area,Other,2400.0,5,3,285.0,0,5.0
Super built-up  Area,Other,2100.0,4,2,150.0,1,4.0
Plot  Area,Other,600.0,2,1,120.0,1,2.0
Super built-up  Area,Other,1200.0,2,2,52.5,1,2.0
Super built-up  Area,Other,2328.0,4,1,528.0,0,4.0
Built-up  Area,Other,1539.0,3,2,60.0,1,3.0
Super built-up  Area,Other,920.0,2,1,46.0,1,2.0
Built-up  Area,Other,1550.0,4,1,120.0,1,4.0
Super built-up  Area,Other,905.0,2,1,50.0,0,2.0
Super built-up  Area,Other,1495.0,3,0,200.0,1,3.0
Super built-up  Area,Other,1455.0,2,2,55.0,1,3.0
Super built-up  Area,Other,550.0,1,1,23.0,1,1.0
Super built-up  Area,Other,4000.0,3,0,130.0,1,5.0
Super built-up  Area,Other,1060.0,2,1,53.0,0,2.0
Super built-up  Area,Other,1570.0,3,2,78.0,1,3.0
Super built-up  Area,Other,1537.0,3,2,110.0,1,3.0
Super built-up  Area,Other,1750.0,3,2,150.0,1,3.0
Built-up  Area,Other,2800.0,7,1,250.0,1,7.0
Super built-up  Area,Other,1020.0,2,3,48.0,1,2.0
Super built-up  Area,Other,1191.0,2,1,90.0,1,2.0
Super built-up  Area,Other,865.0,2,1,35.11,0,2.0
Built-up  Area,Other,2100.0,4,1,90.0,1,4.0
Super built-up  Area,Other,2849.0,5,0,250.0,1,4.0
Built-up  Area,Other,1000.0,2,2,42.0,1,2.0
Plot  Area,Other,2400.0,6,3,400.0,1,6.0
Built-up  Area,Other,830.0,2,2,40.0,0,2.0
Super built-up  Area,Other,1685.0,3,2,60.0,1,3.0
Super built-up  Area,Other,827.0,2,1,45.0,1,2.0
Super built-up  Area,Other,1050.0,2,1,50.0,1,2.0
Super built-up  Area,Other,4750.0,6,1,1102.0,0,4.0
Plot  Area,Other,4273.0,3,0,1100.0,1,3.0
Super built-up  Area,Other,1060.0,2,1,49.27,1,2.0
Super built-up  Area,Other,1261.0,2,2,61.0,1,2.0
Super built-up  Area,Other,1100.0,2,2,46.0,1,2.0
Plot  Area,Other,3400.0,4,2,190.0,1,4.0
Super built-up  Area,Other,1180.0,2,2,56.0,1,2.0
Super built-up  Area,Other,1205.0,2,1,70.0,1,2.0
Super built-up  Area,Other,1250.0,2,3,58.0,0,2.0
Super built-up  Area,Other,1424.0,2,3,55.0,1,3.0
Super built-up  Area,Other,1250.0,3,1,55.0,1,3.0
Plot  Area,Other,2200.0,4,2,160.0,0,3.0
Built-up  Area,Other,1230.0,2,3,55.0,1,2.0
Super built-up  Area,Other,1540.0,3,3,76.0,1,3.0
Super built-up  Area,Other,1900.0,3,3,155.0,1,3.0
Built-up  Area,Other,1277.0,2,0,48.0,1,2.0
Plot  Area,Other,1200.0,1,2,95.0,1,2.0
Plot  Area,Other,5400.0,5,0,972.0,0,7.0
Super built-up  Area,Other,1060.0,2,2,37.0,1,2.0
Super built-up  Area,Other,1100.0,2,1,61.0,1,2.0
Plot  Area,Other,1350.0,4,2,225.0,1,4.0
Super built-up  Area,Other,1100.0,2,2,110.0,0,2.0
Built-up  Area,Other,1942.0,3,1,155.0,1,3.0
Plot  Area,Other,1200.0,4,2,80.0,1,3.0
Super built-up  Area,Other,1400.0,2,2,60.0,1,2.0
Built-up  Area,Other,1330.0,2,1,64.0,1,2.0
Super built-up  Area,Other,1515.0,3,3,90.0,1,3.0
Super built-up  Area,Other,1464.0,3,3,56.0,1,3.0
Super built-up  Area,Other,1206.0,2,1,53.0,1,2.0
Plot  Area,Other,1200.0,4,1,95.0,1,4.0
Built-up  Area,Other,1250.0,2,1,58.0,1,2.0
Super built-up  Area,Other,625.0,2,1,24.0,0,2.0
Super built-up  Area,Other,900.0,2,1,27.0,0,2.0
Built-up  Area,Other,1300.0,3,2,64.0,0,3.0
Built-up  Area,Other,1200.0,1,0,69.0,1,1.0
Super built-up  Area,Other,1717.0,3,3,99.0,1,3.0
Built-up  Area,Other,2099.0,3,0,95.0,1,3.0
Plot  Area,Other,1200.0,1,0,48.0,1,1.0
Plot  Area,Other,4050.0,4,1,600.0,1,5.0
Built-up  Area,Other,1430.0,2,1,78.65,1,3.0
Super built-up  Area,Other,2108.0,3,3,85.0,1,3.0
Super built-up  Area,Other,1190.0,2,1,70.0,1,2.0
Built-up  Area,Other,900.0,2,1,41.0,0,2.0
Super built-up  Area,Other,2690.0,4,2,185.0,0,4.0
Built-up  Area,Other,1800.0,5,1,250.0,1,4.0
Super built-up  Area,Other,1594.0,3,2,99.0,0,3.0
Super built-up  Area,Other,1250.0,2,1,68.0,1,2.0
Plot  Area,Other,1290.0,1,0,77.5,1,2.0
Built-up  Area,Other,1150.0,2,1,48.0,1,2.0
Super built-up  Area,Other,1464.0,2,1,145.0,1,2.0
Plot  Area,Other,1200.0,2,0,75.0,1,2.0
Built-up  Area,Other,1065.0,2,1,45.0,1,2.0
Plot  Area,Other,4000.0,4,2,1000.0,1,5.0
Super built-up  Area,Other,750.0,2,1,36.0,1,2.0
Built-up  Area,Other,2500.0,4,1,450.0,1,4.0
Super built-up  Area,Other,1485.0,2,1,156.0,1,3.0
Super built-up  Area,Other,2070.0,3,3,135.0,1,3.0
Built-up  Area,Other,1600.0,2,2,75.0,1,3.0
Super built-up  Area,Other,1100.0,2,1,38.49,1,2.0
Super built-up  Area,Other,800.0,2,1,55.0,1,2.0
Built-up  Area,Other,900.0,1,1,44.0,1,2.0
Super built-up  Area,Other,1480.0,2,2,125.0,1,3.0
Plot  Area,Other,3800.0,2,0,130.0,1,3.0
Super built-up  Area,Other,1500.0,2,2,130.0,1,2.0
Super built-up  Area,Other,2010.0,3,3,125.0,1,3.0
Super built-up  Area,Other,1504.0,2,2,100.0,1,3.0
Super built-up  Area,Other,2040.0,2,2,59.0,1,2.0
Super built-up  Area,Other,1602.0,2,1,165.0,0,3.0
Plot  Area,Other,1200.0,4,1,130.0,1,4.0
Built-up  Area,Other,1800.0,3,1,220.0,1,3.0
Plot  Area,Other,1500.0,3,0,72.0,1,3.0
Built-up  Area,Other,1280.0,2,1,48.0,1,3.0
Super built-up  Area,Other,900.0,2,1,45.0,1,2.0
Super built-up  Area,Other,1095.0,2,1,38.33,1,2.0
Super built-up  Area,Other,1145.0,2,2,58.4,0,2.0
Super built-up  Area,Other,1862.0,3,3,120.0,1,3.0
Built-up  Area,Other,7502.4383,4,2,211.0,1,4.0
Built-up  Area,Other,2700.0,3,3,200.0,1,3.0
Built-up  Area,Other,1677.0,3,2,98.0,0,3.0
Built-up  Area,Other,2500.0,8,3,95.0,1,8.0
Built-up  Area,Other,1490.0,2,1,115.0,1,3.0
Super built-up  Area,Other,1550.0,3,1,59.0,1,3.0
Super built-up  Area,Other,1740.0,3,3,120.0,1,3.0
Super built-up  Area,Other,1020.0,2,2,60.0,1,2.0
Super built-up  Area,Other,550.0,1,1,16.0,1,1.0
Super built-up  Area,Other,1492.0,2,2,65.0,1,2.0
Super built-up  Area,Other,1431.0,3,2,65.0,1,3.0
Plot  Area,Other,3664.0,3,2,325.0,0,3.0
Plot  Area,Other,690.0,2,0,42.0,1,2.0
Plot  Area,Other,1500.0,5,3,233.0,1,4.0
Super built-up  Area,Other,1520.0,3,2,111.0,1,3.0
Built-up  Area,Other,1391.0,2,3,64.5,1,3.0
Plot  Area,Other,1200.0,4,2,86.0,1,4.0
Plot  Area,Other,2500.0,6,3,500.0,1,5.0
Super built-up  Area,Other,1250.0,2,2,90.0,1,2.0
Super built-up  Area,Other,1900.0,2,2,190.0,1,3.0
Built-up  Area,Other,900.0,2,1,33.0,1,2.0
Super built-up  Area,Other,1602.0,2,1,170.0,0,3.0
Super built-up  Area,Other,1230.0,2,2,70.0,1,2.0
Super built-up  Area,Other,1600.0,3,3,95.0,1,3.0
Built-up  Area,Other,450.0,1,2,60.0,1,1.0
Super built-up  Area,Other,600.0,2,0,23.0,1,1.0
Built-up  Area,Other,3463.0,6,0,310.0,1,4.0
Plot  Area,Other,1200.0,2,0,85.0,1,2.0
Super built-up  Area,Other,1200.0,2,2,35.0,0,2.0
Built-up  Area,Other,1200.0,2,2,45.0,1,2.0
Super built-up  Area,Other,2000.0,4,0,130.0,1,3.0
Plot  Area,Other,1350.0,4,2,140.0,1,4.0
Super built-up  Area,Other,995.0,2,2,34.82,1,3.0
Plot  Area,Other,2400.0,7,0,460.0,1,6.0
Super built-up  Area,Other,1000.0,2,1,44.0,1,2.0
Super built-up  Area,Other,1175.0,2,2,79.0,0,2.0
Built-up  Area,Other,1200.0,2,0,43.0,1,2.0
Super built-up  Area,Other,1112.0,2,3,68.0,1,2.0
Super built-up  Area,Other,990.0,2,3,35.0,1,2.0
Built-up  Area,Other,1107.0,2,2,40.0,1,2.0
Built-up  Area,Other,1158.0,2,3,75.0,1,2.0
Plot  Area,Other,3200.0,4,2,200.0,1,4.0
Built-up  Area,Other,1125.0,2,1,32.49,0,2.0
Super built-up  Area,Other,1200.0,2,0,90.0,1,2.0
Super built-up  Area,Other,1266.67,2,0,69.0,1,2.0
Super built-up  Area,Other,1800.0,3,2,90.0,1,3.0
Plot  Area,Other,2000.0,2,1,160.0,1,2.0
Super built-up  Area,Other,1800.0,3,3,95.0,1,3.0
Super built-up  Area,Other,1410.0,3,2,65.0,1,3.0
Plot  Area,Other,2679.0,5,2,280.0,1,4.0
Plot  Area,Other,1230.0,2,0,75.0,0,2.0
Built-up  Area,Other,1080.0,2,2,44.8,1,2.0
Carpet  Area,Other,3150.0,5,2,145.0,1,8.0
Plot  Area,Other,2400.0,2,2,135.0,1,2.0
Plot  Area,Other,880.0,2,1,48.0,1,2.0
Super built-up  Area,Other,1150.0,2,2,45.0,1,2.0
Super built-up  Area,Other,1194.0,2,0,55.0,1,2.0
Built-up  Area,Other,2000.0,3,1,90.0,1,3.0
Built-up  Area,Other,1025.0,2,0,42.5,1,2.0
Super built-up  Area,Other,1022.0,2,2,57.0,1,2.0
Plot  Area,Other,1200.0,2,1,76.0,1,2.0
Super built-up  Area,Other,1200.0,1,1,54.0,1,2.0
Super built-up  Area,Other,950.0,2,2,38.0,1,2.0
Super built-up  Area,Other,1605.0,3,2,100.0,1,3.0
Built-up  Area,Other,1542.0,3,2,98.0,1,3.0
Built-up  Area,Other,1012.0,2,0,42.0,1,2.0
Built-up  Area,Other,3600.0,5,0,110.0,1,5.0
Super built-up  Area,Other,1333.0,2,2,77.27,1,2.0
Built-up  Area,Other,1100.0,3,1,110.0,1,3.0
Built-up  Area,Other,1050.0,2,1,70.0,1,2.0
Built-up  Area,Other,1140.0,2,1,32.92,0,2.0
Super built-up  Area,Other,2000.0,3,2,105.0,1,3.0
Super built-up  Area,Other,1075.0,2,1,55.0,1,2.0
Plot  Area,Other,1200.0,4,2,165.0,1,4.0
Built-up  Area,Other,1100.0,2,1,145.0,1,3.0
Built-up  Area,Other,1069.0,2,1,55.0,1,2.0
Plot  Area,Other,1200.0,3,2,99.0,1,3.0
Built-up  Area,Other,1007.0,2,2,43.0,1,2.0
Super built-up  Area,Other,4250.0,6,3,150.0,1,6.0
Super built-up  Area,Other,3761.0,3,2,650.0,1,3.0
Super built-up  Area,Other,1000.0,2,1,60.0,1,2.0
Built-up  Area,Other,5720.0,3,0,350.0,1,3.0
Super built-up  Area,Other,675.0,1,1,15.0,1,2.0
Super built-up  Area,Other,1012.0,2,1,59.0,1,2.0
Built-up  Area,Other,1150.0,2,0,250.0,1,2.0
Built-up  Area,Other,1800.0,2,0,300.0,1,2.0
Super built-up  Area,Other,1280.0,2,2,49.0,1,3.0
Super built-up  Area,Other,925.0,2,2,35.0,1,2.0
Built-up  Area,Other,1200.0,4,1,140.0,1,4.0
Plot  Area,Other,600.0,2,2,39.0,1,2.0
Super built-up  Area,Other,1240.0,2,2,65.0,1,3.0
Super built-up  Area,Other,1700.0,3,2,111.0,0,3.0
Super built-up  Area,Other,1340.0,2,1,65.0,1,2.0
Super built-up  Area,Other,1600.0,2,1,31.0,1,2.0
Built-up  Area,Other,1780.0,3,0,110.0,1,3.0
Plot  Area,Other,1800.0,4,1,68.0,1,5.0
Plot  Area,Other,1080.0,3,2,149.0,1,3.0
Built-up  Area,Other,900.0,2,0,65.0,1,3.0
Super built-up  Area,Other,946.0,2,2,45.0,1,2.0
Plot  Area,Other,1200.0,3,2,160.0,1,4.0
Super built-up  Area,Other,1540.0,3,3,85.0,1,3.0
Plot  Area,Other,1200.0,3,1,190.0,1,3.0
Super built-up  Area,Other,2456.0,3,3,220.0,1,3.0
Super built-up  Area,Other,1610.0,2,2,64.4,0,3.0
Plot  Area,Other,1530.0,2,1,185.0,1,2.0
Plot  Area,Other,840.0,1,1,150.0,1,1.0
Super built-up  Area,Other,1439.0,3,1,57.23,1,3.0
Super built-up  Area,Other,1435.0,2,1,60.0,1,3.0
Super built-up  Area,Other,1717.0,3,3,120.0,1,3.0
Super built-up  Area,Other,1409.0,2,3,62.0,1,3.0
Super built-up  Area,Other,1250.0,2,1,50.0,1,2.0
Built-up  Area,Other,1475.0,2,2,171.0,1,2.0
Plot  Area,Other,1225.0,2,0,65.0,1,2.0
Built-up  Area,Other,650.0,1,0,16.0,1,1.0
Super built-up  Area,Other,1750.0,3,3,75.0,1,3.0
Super built-up  Area,Other,1504.0,2,2,102.0,1,3.0
Super built-up  Area,Other,1116.0,2,1,49.8,1,2.0
Super built-up  Area,Other,1800.0,4,1,145.0,1,4.0
Super built-up  Area,Other,3000.0,4,0,240.0,1,4.0
Super built-up  Area,Other,1150.0,2,1,60.0,1,2.0
Carpet  Area,Other,1625.0,3,3,92.0,1,3.0
Super built-up  Area,Other,2400.0,4,3,250.0,1,4.0
Super built-up  Area,Other,1180.0,2,2,50.0,1,2.0
Super built-up  Area,Other,1272.0,2,2,51.5,1,2.0
Super built-up  Area,Other,1490.0,2,1,92.0,1,3.0
Plot  Area,Other,2400.0,5,0,140.0,0,4.0
Super built-up  Area,Other,1044.0,2,1,60.0,0,2.0
Super built-up  Area,Other,1595.0,3,2,70.39,1,3.0
Super built-up  Area,Other,1640.0,3,3,84.0,1,3.0
Super built-up  Area,Other,1200.0,2,2,54.0,1,2.0
Super built-up  Area,Other,1567.2,2,0,190.0,1,3.0
Built-up  Area,Other,959.0,2,1,42.5,1,2.0
Super built-up  Area,Other,1141.0,2,1,55.0,1,2.0
Built-up  Area,Other,1200.0,2,2,43.2,1,2.0
Super built-up  Area,Other,1293.0,2,2,75.0,1,2.0
Super built-up  Area,Other,1885.0,3,3,90.0,1,3.0
Built-up  Area,Other,860.0,2,2,65.5,1,2.0
Super built-up  Area,Other,1374.0,2,2,88.0,1,3.0
Super built-up  Area,Other,1250.0,2,2,60.0,1,2.0
Super built-up  Area,Other,1110.0,2,2,52.0,0,2.0
Plot  Area,Other,11000.0,5,3,2000.0,0,4.0
Built-up  Area,Other,1350.0,3,2,48.6,0,3.0
Plot  Area,Other,1200.0,3,1,205.0,1,3.0
Built-up  Area,Other,2000.0,2,1,160.0,0,4.0
Super built-up  Area,Other,834.0,1,1,62.0,1,1.0
Plot  Area,Other,600.0,1,0,52.0,1,1.0
Super built-up  Area,Other,2000.0,4,1,135.0,1,4.0
Super built-up  Area,Other,2750.0,3,0,260.0,1,3.0
Plot  Area,Other,2400.0,4,2,480.0,1,4.0
Built-up  Area,Other,900.0,2,3,35.0,1,2.0
Super built-up  Area,Other,1000.0,2,1,46.0,0,2.0
Super built-up  Area,Other,1200.0,2,2,52.0,1,2.0
Super built-up  Area,Other,1280.0,2,2,90.0,1,2.0
Built-up  Area,Other,1190.0,2,1,55.0,1,2.0
Super built-up  Area,Other,2075.0,3,1,175.0,1,3.0
Super built-up  Area,Other,1900.0,3,0,65.0,1,3.0
Plot  Area,Other,1240.0,4,1,180.0,1,3.0
Super built-up  Area,Other,1578.0,3,1,73.9,0,3.0
Super built-up  Area,Other,1475.0,2,1,70.0,1,2.0
Super built-up  Area,Other,2400.0,2,3,125.0,1,2.0
Plot  Area,Other,1200.0,2,1,200.0,1,2.0
Super built-up  Area,Other,1427.0,2,3,70.0,1,3.0
Super built-up  Area,Other,1350.0,3,2,68.0,1,3.0
Super built-up  Area,Other,2274.24,4,1,160.0,1,3.0
Super built-up  Area,Other,4900.0,5,0,980.0,1,5.0
Plot  Area,Other,900.0,3,1,105.0,1,2.0
Built-up  Area,Other,1570.0,3,2,80.0,1,3.0
Super built-up  Area,Other,1495.0,2,2,65.0,1,3.0
Super built-up  Area,Other,1350.0,3,0,75.0,1,3.0
Super built-up  Area,Other,470.0,2,1,10.0,1,1.0
Built-up  Area,Other,2300.0,7,0,160.0,1,6.0
Plot  Area,Other,1313.0,4,0,150.0,1,3.0
Super built-up  Area,Other,2515.0,4,3,155.0,1,3.0
Super built-up  Area,Other,1440.0,3,2,72.0,1,3.0
Super built-up  Area,Other,1200.0,2,1,56.0,1,2.0
Super built-up  Area,Other,2665.0,3,1,350.0,0,3.0
Super built-up  Area,Other,1670.0,3,2,75.0,1,3.0
Super built-up  Area,Other,3500.0,5,0,450.0,0,4.0
Super built-up  Area,Other,700.0,2,1,29.0,1,2.0
Built-up  Area,Other,1300.0,2,1,67.0,1,3.0
Super built-up  Area,Other,1215.0,2,2,49.75,0,3.0
Built-up  Area,Other,1050.0,2,1,55.0,1,2.0
Built-up  Area,Other,1258.0,2,0,58.0,0,2.0
Plot  Area,Other,2400.0,5,2,300.0,1,6.0
Super built-up  Area,Other,3000.0,4,3,130.0,1,8.0
Super built-up  Area,Other,1235.0,2,1,140.0,0,2.0
Super built-up  Area,Other,3301.8,5,2,570.0,0,4.0
Built-up  Area,Other,3200.0,3,0,260.0,0,3.0
Built-up  Area,Other,1450.0,3,2,90.0,1,3.0
Super built-up  Area,Other,3754.0,6,2,480.0,1,4.0
Super built-up  Area,Other,1893.0,3,2,115.0,1,3.0
Super built-up  Area,Other,2400.0,6,0,98.0,1,6.0
Super built-up  Area,Other,1250.0,2,1,43.0,1,2.0
Built-up  Area,Other,1200.0,2,2,100.0,1,3.0
Built-up  Area,Other,1205.0,2,1,70.0,1,2.0
Plot  Area,Other,1500.0,3,2,90.0,0,3.0
Plot  Area,Other,1200.0,3,2,200.0,1,3.0
Super built-up  Area,Other,1190.0,2,2,41.0,1,2.0
Super built-up  Area,Other,1250.0,2,1,67.0,1,2.0
Plot  Area,Other,2260.0,3,1,80.0,1,2.0
Plot  Area,Other,2700.0,3,2,90.0,1,4.0
Built-up  Area,Other,375.0,1,0,26.0,1,1.0
Super built-up  Area,Other,1000.0,2,0,150.0,1,2.0
Plot  Area,Other,800.0,3,1,59.5,1,2.0
Built-up  Area,Other,909.0,2,1,43.0,1,3.0
Super built-up  Area,Other,1400.0,2,3,85.0,1,2.0
Built-up  Area,Other,1800.0,2,2,100.0,1,3.0
Super built-up  Area,Other,925.0,2,2,70.0,1,2.0
Built-up  Area,Other,850.0,1,0,35.5,1,2.0
Super built-up  Area,Other,1100.0,2,2,32.0,1,2.0
Plot  Area,Other,2400.0,3,2,480.0,1,4.0
Built-up  Area,Other,3500.0,2,1,350.0,1,4.0
Super built-up  Area,Other,1200.0,2,2,55.0,0,2.0
Built-up  Area,Other,1480.0,3,2,74.0,1,3.0
Super built-up  Area,Other,2100.0,4,2,255.0,1,3.0
Built-up  Area,Other,400.0,1,0,35.0,1,1.0
Super built-up  Area,Other,1310.0,2,1,55.0,1,3.0
Super built-up  Area,Other,993.0,2,3,45.5,1,2.0
Super built-up  Area,Other,985.0,2,1,156.0,1,2.0
Built-up  Area,Other,2400.0,5,3,180.0,1,4.0
Super built-up  Area,Other,6000.0,1,1,276.0,1,1.0
Super built-up  Area,Other,825.0,2,1,40.0,1,1.0
Super built-up  Area,Other,1320.0,2,3,60.0,1,3.0
Built-up  Area,Other,5000.0,5,0,600.0,1,4.0
Plot  Area,Other,2400.0,4,2,420.0,0,6.0
Super built-up  Area,Other,1050.0,2,2,50.0,1,2.0
Plot  Area,Other,4800.0,5,2,420.0,1,4.0
Super built-up  Area,Other,3400.0,3,3,400.0,1,3.0
Plot  Area,Other,600.0,1,0,33.0,1,1.0
Built-up  Area,Other,1569.0,3,0,70.0,1,3.0
Built-up  Area,Other,2600.0,3,2,147.0,0,3.0
Plot  Area,Other,1200.0,3,1,180.0,1,4.0
Built-up  Area,Other,800.0,1,0,72.0,1,1.0
Super built-up  Area,Other,1020.0,2,1,49.0,1,2.0
Super built-up  Area,Other,1225.0,2,2,82.0,0,3.0
Plot  Area,Other,2400.0,5,3,625.0,1,5.0
Super built-up  Area,Other,655.0,1,2,27.0,1,1.0
Super built-up  Area,Other,1196.0,2,1,96.0,1,2.0
Carpet  Area,Other,927.0,2,1,50.0,1,2.0
Plot  Area,Other,2400.0,5,2,395.0,1,4.0
Super built-up  Area,Other,600.0,1,0,18.0,0,1.0
Super built-up  Area,Other,1175.0,2,1,48.72,1,2.0
Built-up  Area,Other,2800.0,4,1,200.0,1,4.0
Super built-up  Area,Other,750.0,2,1,28.0,1,2.0
Super built-up  Area,Other,1000.0,2,1,45.0,1,2.0
Super built-up  Area,Other,800.0,2,1,85.0,1,2.0
Super built-up  Area,Other,985.0,2,2,57.0,1,2.0
Plot  Area,Other,1200.0,4,1,200.0,1,4.0
Super built-up  Area,Other,6000.0,12,0,150.0,1,11.0
Built-up  Area,Other,3600.0,7,3,160.0,1,7.0
Plot  Area,Other,600.0,2,1,80.0,1,2.0
Plot  Area,Other,2400.0,4,3,600.0,1,4.0
Built-up  Area,Other,1503.0,2,2,93.0,1,3.0
Plot  Area,Other,1200.0,2,1,61.0,1,2.0
Super built-up  Area,Other,2500.0,2,1,60.0,1,3.0
Super built-up  Area,Other,1500.0,2,2,52.0,1,3.0
Super built-up  Area,Other,1765.0,3,2,77.27,0,3.0
Built-up  Area,Other,1768.0,3,3,95.0,1,3.0
Plot  Area,Other,3500.0,5,1,800.0,0,4.0
Super built-up  Area,Other,3060.0,4,2,350.0,0,4.0
Super built-up  Area,Other,800.0,1,2,32.0,1,1.0
Plot  Area,Other,3000.0,6,3,145.0,1,7.0
Plot  Area,Other,1200.0,4,1,235.0,1,4.0
Plot  Area,Other,600.0,1,1,35.0,1,1.0
Super built-up  Area,Other,1010.0,2,2,55.0,1,2.0
Super built-up  Area,Other,650.0,1,1,20.0,1,2.0
Super built-up  Area,Other,1080.0,2,1,37.8,1,2.0
Built-up  Area,Other,3978.0,4,3,428.0,1,4.0
Plot  Area,Other,1500.0,2,1,45.0,1,2.0
Super built-up  Area,Other,1800.0,3,3,85.0,1,3.0
Super built-up  Area,Other,2008.0,3,2,170.0,1,3.0
Super built-up  Area,Other,2095.0,3,2,142.0,1,3.0
Super built-up  Area,Other,1190.0,2,1,48.6,1,2.0
Built-up  Area,Other,1600.0,2,2,88.0,1,3.0
Plot  Area,Other,1350.0,4,2,160.0,1,4.0
Super built-up  Area,Other,500.0,1,1,20.0,1,1.0
Super built-up  Area,Other,1280.0,2,1,100.0,0,3.0
Super built-up  Area,Other,11000.0,4,1,1600.0,0,4.0
Built-up  Area,Other,1650.0,3,1,110.0,1,3.0
Super built-up  Area,Other,1500.0,2,2,75.0,1,3.0
Super built-up  Area,Other,1176.0,2,1,45.0,1,3.0
Plot  Area,Other,1044.0,2,2,85.0,1,2.0
Super built-up  Area,Other,1425.0,3,2,55.0,1,3.0
Plot  Area,Other,1830.0,4,2,325.0,1,4.0
Built-up  Area,Other,900.0,1,0,130.0,1,2.0
Plot  Area,Other,840.0,1,1,99.0,1,2.0
Super built-up  Area,Other,1285.0,2,2,45.0,0,2.0
Plot  Area,Other,2000.0,2,2,95.0,0,3.0
Super built-up  Area,Other,3870.0,4,2,411.0,1,4.0
Super built-up  Area,Other,1320.0,2,2,55.0,1,3.0
Super built-up  Area,Other,1835.0,3,3,175.0,1,3.0
Super built-up  Area,Other,1322.0,2,1,61.99,0,2.0
Super built-up  Area,Other,1450.0,2,1,65.0,1,3.0
Super built-up  Area,Other,425.0,1,1,15.0,1,1.0
Built-up  Area,Other,820.0,2,2,30.0,1,2.0
Carpet  Area,Other,1450.0,3,2,68.0,0,3.0
Super built-up  Area,Other,2380.0,4,3,242.0,1,4.0
Plot  Area,Other,900.0,1,0,70.0,1,2.0
Super built-up  Area,Other,1517.0,2,2,125.0,1,2.0
Built-up  Area,Other,1277.0,2,0,150.0,1,3.0
Super built-up  Area,Other,1000.0,2,2,35.0,1,2.0
Super built-up  Area,Other,3144.0,3,1,455.0,0,3.0
Super built-up  Area,Other,3602.0,4,0,280.0,0,4.0
Built-up  Area,Other,2159.0,3,2,120.0,1,3.0
Built-up  Area,Other,1850.0,3,0,175.0,1,6.0
Built-up  Area,Other,510.0,1,0,34.0,1,1.0
Super built-up  Area,Other,1166.0,2,3,65.0,1,2.0
Built-up  Area,Other,2700.0,2,1,260.0,1,3.0
Plot  Area,Other,1350.0,2,0,175.0,1,3.0
Plot  Area,Other,2100.0,6,3,100.0,1,4.0
Super built-up  Area,Other,2251.0,4,2,370.0,1,3.0
Built-up  Area,Other,940.0,2,1,56.0,1,2.0
Super built-up  Area,Other,1015.0,2,1,40.1,0,2.0
Super built-up  Area,Other,1400.0,3,3,69.0,1,3.0
Built-up  Area,Other,1645.0,3,0,95.0,1,3.0
Built-up  Area,Other,1600.0,4,2,90.0,1,4.0
